datetime,open,high,low,close,volume,hold
2023-10-20 09:50:00,476.04,476.14,475.98,476.06,856,157620
2023-10-20 09:55:00,476.1,476.48,476.08,476.24,1174,157775
2023-10-20 10:00:00,476.34,476.88,476.34,476.68,2420,158044
2023-10-20 10:05:00,476.6,477.02,476.5,477.02,1460,158413
2023-10-20 10:10:00,477.2,477.28,476.86,476.98,1438,158309
2023-10-20 10:15:00,476.96,476.96,476.62,476.76,1094,158210
2023-10-20 10:35:00,476.78,477.0,476.62,477.0,1832,158359
2023-10-20 10:40:00,477.02,477.04,476.76,476.82,1001,158347
2023-10-20 10:45:00,476.82,477.1,476.74,477.02,814,158431
2023-10-20 10:50:00,477.02,477.16,477.0,477.1,740,158470
2023-10-20 10:55:00,477.1,477.56,477.08,477.36,1701,158758
2023-10-20 11:00:00,477.36,477.4,477.06,477.1,736,158831
2023-10-20 11:05:00,476.88,477.24,476.86,477.16,1055,158547
2023-10-20 11:10:00,477.14,477.2,476.46,476.54,1448,158305
2023-10-20 11:15:00,476.62,476.72,476.52,476.64,662,158186
2023-10-20 11:20:00,476.64,476.7,476.46,476.58,665,158194
2023-10-20 11:25:00,476.6,476.74,476.38,476.4,646,158123
2023-10-20 11:30:00,476.38,476.7,476.32,476.68,1072,158193
2023-10-20 13:35:00,476.72,477.06,476.7,476.94,1626,158277
2023-10-20 13:40:00,476.94,476.94,476.66,476.74,892,158252
2023-10-20 13:45:00,476.74,476.8,476.54,476.76,831,158233
2023-10-20 13:50:00,476.76,476.84,476.54,476.8,700,158231
2023-10-20 13:55:00,476.78,476.9,476.6,476.74,694,158229
2023-10-20 14:00:00,476.74,477.06,476.74,477.04,602,158223
2023-10-20 14:05:00,477.04,477.14,476.98,476.98,378,158380
2023-10-20 14:10:00,477.0,477.42,477.0,477.4,1061,158592
2023-10-20 14:15:00,477.38,477.4,477.16,477.18,654,158115
2023-10-20 14:20:00,477.16,477.2,476.94,476.96,1202,158153
2023-10-20 14:25:00,476.96,477.06,476.76,476.88,1395,158219
2023-10-20 14:30:00,476.88,476.92,476.6,476.62,606,158023
2023-10-20 14:35:00,476.46,476.54,476.08,476.16,1075,157949
2023-10-20 14:40:00,476.14,476.5,476.08,476.1,1773,157996
2023-10-20 14:45:00,476.08,476.28,475.92,476.0,2065,157654
2023-10-20 14:50:00,476.02,476.16,475.98,476.12,404,157642
2023-10-20 14:55:00,476.14,476.64,476.12,476.62,1002,157471
2023-10-20 15:00:00,476.62,476.72,476.44,476.68,803,157375
2023-10-20 21:05:00,475.66,476.32,475.4,476.02,3566,157760
2023-10-20 21:10:00,476.02,476.1,475.68,475.86,1915,157656
2023-10-20 21:15:00,475.86,476.46,475.82,476.34,1859,157794
2023-10-20 21:20:00,476.34,476.4,476.08,476.08,1302,157869
2023-10-20 21:25:00,476.08,476.44,476.08,476.1,1045,157926
2023-10-20 21:30:00,476.1,476.32,476.08,476.2,766,157922
2023-10-20 21:35:00,476.16,476.56,476.08,476.42,1321,157931
2023-10-20 21:40:00,476.42,476.48,476.12,476.24,1007,157899
2023-10-20 21:45:00,476.24,476.26,475.96,476.22,1324,157894
2023-10-20 21:50:00,476.22,476.98,476.22,476.7,2746,157866
2023-10-20 21:55:00,476.76,477.1,476.72,477.1,2344,158119
2023-10-20 22:00:00,477.12,477.48,476.94,477.4,2790,158398
2023-10-20 22:05:00,477.4,477.84,477.4,477.48,3371,158496
2023-10-20 22:10:00,477.5,478.48,477.48,478.1,3880,158791
2023-10-20 22:15:00,478.1,478.56,477.78,478.4,3075,158671
2023-10-20 22:20:00,478.4,478.4,477.32,477.46,3754,158366
2023-10-20 22:25:00,477.44,477.8,477.44,477.68,1375,158396
2023-10-20 22:30:00,477.68,478.04,477.68,478.02,1360,158367
2023-10-20 22:35:00,478.02,478.38,478.02,478.18,1596,158483
2023-10-20 22:40:00,478.18,478.2,477.82,478.16,1294,158503
2023-10-20 22:45:00,478.16,478.18,477.96,477.96,1007,158537
2023-10-20 22:50:00,477.98,478.1,477.82,477.9,773,158503
2023-10-20 22:55:00,477.9,478.18,477.72,478.18,1486,158575
2023-10-20 23:00:00,478.18,478.36,477.98,478.26,1842,158729
2023-10-20 23:05:00,478.24,478.74,478.02,478.5,2395,159180
2023-10-20 23:10:00,478.52,479.06,478.52,479.02,2885,159838
2023-10-20 23:15:00,479.04,479.1,478.74,479.02,2185,159996
2023-10-20 23:20:00,479.02,479.32,478.78,478.8,2372,160093
2023-10-20 23:25:00,478.82,479.42,478.82,479.28,1931,160290
2023-10-20 23:30:00,479.28,479.36,479.04,479.18,1435,160345
2023-10-20 23:35:00,479.18,479.2,478.7,478.8,2101,160241
2023-10-20 23:40:00,478.8,479.06,478.78,478.92,1275,160256
2023-10-20 23:45:00,478.92,479.14,478.78,479.06,1166,160234
2023-10-20 23:50:00,479.06,479.12,478.84,478.9,783,160194
2023-10-20 23:55:00,478.9,478.94,478.62,478.74,1332,160139
2023-10-21 00:05:00,478.6,478.76,478.06,478.2,1861,159949
2023-10-21 00:10:00,478.14,478.32,477.84,478.28,2079,159682
2023-10-21 00:15:00,478.28,478.36,478.08,478.2,848,159657
2023-10-21 00:20:00,478.2,478.5,478.02,478.46,1339,159720
2023-10-21 00:25:00,478.46,478.46,478.22,478.34,905,159763
2023-10-21 00:30:00,478.34,478.46,478.3,478.46,665,159728
2023-10-21 00:35:00,478.44,478.52,478.4,478.44,642,159697
2023-10-21 00:40:00,478.44,478.66,478.36,478.36,770,159776
2023-10-21 00:45:00,478.36,478.4,478.2,478.28,589,159725
2023-10-21 00:50:00,478.28,478.3,477.58,477.62,1420,159547
2023-10-21 00:55:00,477.6,477.66,476.92,477.18,2339,159243
2023-10-21 01:00:00,477.16,477.24,476.52,476.78,1770,159085
2023-10-21 01:05:00,476.78,477.1,476.56,477.02,1376,159151
2023-10-21 01:10:00,477.0,477.28,476.78,477.22,1233,159083
2023-10-21 01:15:00,477.2,477.52,477.2,477.4,1149,159137
2023-10-21 01:20:00,477.4,477.42,475.18,475.26,4360,158586
2023-10-21 01:25:00,475.26,475.96,475.18,475.84,2711,158410
2023-10-21 01:30:00,475.78,476.7,475.72,476.48,1841,158388
2023-10-21 01:35:00,476.46,476.56,476.3,476.36,1116,158369
2023-10-21 01:40:00,476.38,476.72,476.24,476.7,1174,158399
2023-10-21 01:45:00,476.74,476.94,476.62,476.8,900,158372
2023-10-21 01:50:00,476.8,476.8,476.54,476.54,705,158319
2023-10-21 01:55:00,476.54,476.82,476.22,476.68,967,158272
2023-10-21 02:00:00,476.68,476.7,476.34,476.48,706,158189
2023-10-21 02:05:00,476.48,476.54,476.04,476.12,1078,158111
2023-10-21 02:10:00,476.12,476.24,476.04,476.16,507,158152
2023-10-21 02:15:00,476.2,476.28,475.68,475.72,1511,157983
2023-10-21 02:20:00,475.76,476.2,475.72,476.1,880,157943
2023-10-21 02:25:00,476.06,476.22,475.82,475.94,842,157849
2023-10-21 02:30:00,475.94,476.3,475.92,476.18,928,157553
2023-10-23 00:00:00,478.74,478.74,478.34,478.6,1650,160069
2023-10-23 09:05:00,474.44,474.44,473.58,473.92,7587,156766
2023-10-23 09:10:00,473.92,474.08,473.62,474.0,3692,156650
2023-10-23 09:15:00,474.0,474.54,474.0,474.18,2423,156577
2023-10-23 09:20:00,474.18,474.3,473.8,474.16,2201,156132
2023-10-23 09:25:00,474.16,474.38,474.12,474.24,1348,155960
2023-10-23 09:30:00,474.24,474.24,473.7,474.0,2114,155646
2023-10-23 09:35:00,474.0,474.36,473.96,474.34,1577,155538
2023-10-23 09:40:00,474.32,474.92,474.2,474.82,2277,155683
2023-10-23 09:45:00,474.8,474.92,474.62,474.82,788,155859
2023-10-23 09:50:00,474.78,474.78,474.4,474.4,134155,155735
2023-10-23 09:55:00,474.34,474.46,474.26,474.46,772,155455
2023-10-23 10:00:00,474.46,474.56,474.3,474.46,697,155551
2023-10-23 10:05:00,474.8,474.94,474.7,474.78,1041,155780
2023-10-23 10:10:00,474.82,475.14,474.68,475.08,1344,155937
2023-10-23 10:15:00,475.04,475.38,475.04,475.2,1016,155831
2023-10-23 10:35:00,475.36,475.62,475.0,475.56,1823,155703
2023-10-23 10:40:00,475.58,475.92,475.5,475.78,1902,155967
2023-10-23 10:45:00,475.76,476.08,475.64,475.92,1584,156032
2023-10-23 10:50:00,475.92,475.94,475.66,475.84,944,156080
2023-10-23 10:55:00,475.88,476.18,475.74,476.08,1306,156166
2023-10-23 11:00:00,476.08,476.2,475.9,475.98,1005,156236
2023-10-23 11:05:00,475.96,476.12,475.86,475.94,740,156254
2023-10-23 11:10:00,475.94,476.4,475.66,476.4,1481,156165
2023-10-23 11:15:00,476.4,476.44,476.12,476.26,1501,156543
2023-10-23 11:20:00,476.28,476.54,476.04,476.12,1252,156706
2023-10-23 11:25:00,476.1,476.18,475.9,475.94,594,156631
2023-10-23 11:30:00,475.94,476.0,475.74,475.86,696,156503
2023-10-23 13:35:00,475.84,476.16,475.68,475.92,1366,156607
2023-10-23 13:40:00,475.92,476.16,475.78,476.12,688,156562
2023-10-23 13:45:00,476.2,476.3,476.1,476.14,753,156616
2023-10-23 13:50:00,476.1,476.1,475.88,476.0,811,156594
2023-10-23 13:55:00,476.02,476.28,476.0,476.16,927,156654
2023-10-23 14:00:00,476.18,476.28,476.16,476.16,739,156883
2023-10-23 14:05:00,476.16,476.26,476.08,476.14,728,156812
2023-10-23 14:10:00,476.14,476.22,476.04,476.14,687,156788
2023-10-23 14:15:00,476.16,476.2,476.0,476.08,661,156626
2023-10-23 14:20:00,476.08,476.42,476.08,476.38,911,156938
2023-10-23 14:25:00,476.38,476.62,476.32,476.46,1511,156852
2023-10-23 14:30:00,476.46,476.6,476.28,476.34,815,156830
2023-10-23 14:35:00,476.34,476.34,476.12,476.26,938,156685
2023-10-23 14:40:00,476.26,476.36,475.84,475.94,1083,156478
2023-10-23 14:45:00,475.98,475.98,475.72,475.74,452,156374
2023-10-23 14:50:00,475.72,475.94,475.68,475.94,959,156289
2023-10-23 14:55:00,475.92,476.04,475.82,476.02,1343,156000
2023-10-23 15:00:00,476.02,476.02,476.0,476.0,29,155737
2023-10-23 21:05:00,475.9,476.58,475.9,476.58,2394,156132
2023-10-23 21:10:00,476.54,476.7,476.3,476.46,1365,156182
2023-10-23 21:15:00,476.5,476.66,476.24,476.38,1234,156272
2023-10-23 21:20:00,476.38,476.46,476.1,476.14,1193,156176
2023-10-23 21:25:00,476.16,476.4,475.82,476.24,2309,155965
2023-10-23 21:30:00,476.24,476.24,476.08,476.12,696,155922
2023-10-23 21:35:00,476.14,476.14,475.58,475.74,11185,155921
2023-10-23 21:40:00,475.72,475.82,475.26,475.52,2814,156007
2023-10-23 21:45:00,475.52,475.6,474.58,474.58,3201,156033
2023-10-23 21:50:00,474.58,475.12,474.56,474.88,3124,156089
2023-10-23 21:55:00,474.92,475.38,474.92,475.32,2403,156058
2023-10-23 22:00:00,475.34,475.46,475.12,475.36,24071,156055
2023-10-23 22:05:00,475.34,475.38,474.88,474.98,1644,156069
2023-10-23 22:10:00,474.98,475.2,474.9,475.2,933,156002
2023-10-23 22:15:00,475.18,475.4,475.06,475.12,1101,156032
2023-10-23 22:20:00,475.12,475.42,474.96,475.36,1142,156083
2023-10-23 22:25:00,475.36,475.64,475.28,475.6,1315,156121
2023-10-23 22:30:00,475.62,475.84,475.48,475.76,1766,156242
2023-10-23 22:35:00,475.78,475.98,475.66,475.9,1584,156256
2023-10-23 22:40:00,475.94,475.98,475.64,475.66,1047,156160
2023-10-23 22:45:00,475.66,475.98,475.64,475.9,829,156116
2023-10-23 22:50:00,475.92,475.96,475.66,475.78,780,156050
2023-10-23 22:55:00,475.78,476.14,475.66,476.14,837,156061
2023-10-23 23:00:00,476.12,476.16,475.74,475.74,1086,156089
2023-10-23 23:05:00,475.76,476.0,475.76,475.96,727,156191
2023-10-23 23:10:00,475.96,476.04,475.88,476.02,584,156249
2023-10-23 23:15:00,476.02,476.14,475.86,475.86,731,156313
2023-10-23 23:20:00,475.86,475.96,475.78,475.82,642,156319
2023-10-23 23:25:00,475.82,475.96,475.82,475.94,288,156331
2023-10-23 23:30:00,475.92,476.06,475.78,475.84,570,156336
2023-10-23 23:35:00,475.84,476.0,475.8,475.9,368,156309
2023-10-23 23:40:00,475.9,475.92,475.28,475.3,1365,156179
2023-10-23 23:45:00,475.3,475.48,475.18,475.34,1009,156183
2023-10-23 23:50:00,475.32,475.44,475.08,475.12,1020,156146
2023-10-23 23:55:00,475.1,475.3,475.1,475.26,666,156162
2023-10-24 00:00:00,475.26,475.3,474.94,475.28,874,156102
2023-10-24 00:05:00,475.28,475.28,475.04,475.24,601,156088
2023-10-24 00:10:00,475.24,475.42,475.14,475.4,749,156008
2023-10-24 00:15:00,475.4,475.44,475.28,475.3,323,155964
2023-10-24 00:20:00,475.3,475.32,475.14,475.32,472,156046
2023-10-24 00:25:00,475.32,475.7,475.3,475.6,851,156090
2023-10-24 00:30:00,475.62,475.74,475.54,475.7,463,156057
2023-10-24 00:35:00,475.7,475.96,475.7,475.88,571,155995
2023-10-24 00:40:00,475.88,475.94,475.48,475.5,917,155970
2023-10-24 00:45:00,475.5,475.7,475.48,475.6,337,155984
2023-10-24 00:50:00,475.6,475.62,475.34,475.36,464,155931
2023-10-24 00:55:00,475.36,475.54,475.24,475.36,442,155875
2023-10-24 01:00:00,475.36,475.38,475.08,475.08,763,155884
2023-10-24 01:05:00,475.04,475.14,474.9,474.94,1197,155818
2023-10-24 01:10:00,474.94,475.04,474.72,474.94,1084,155723
2023-10-24 01:15:00,474.94,475.28,474.94,475.24,823,155663
2023-10-24 01:20:00,475.28,475.46,475.24,475.42,669,155704
2023-10-24 01:25:00,475.44,475.46,475.14,475.18,716,155603
2023-10-24 01:30:00,475.18,475.34,475.0,475.26,548,155568
2023-10-24 01:35:00,475.28,475.38,475.06,475.12,372,155555
2023-10-24 01:40:00,475.12,475.26,475.02,475.26,312,155518
2023-10-24 01:45:00,475.26,475.36,475.2,475.26,496,155481
2023-10-24 01:50:00,475.26,475.4,475.24,475.28,180,155450
2023-10-24 01:55:00,475.32,475.38,475.2,475.24,164,155421
2023-10-24 02:00:00,475.24,475.28,475.18,475.24,91,155409
2023-10-24 02:05:00,475.26,475.32,475.18,475.24,170,155407
2023-10-24 02:10:00,475.24,475.36,475.18,475.26,107,155388
2023-10-24 02:15:00,475.26,475.32,475.16,475.18,203,155384
2023-10-24 02:20:00,475.2,475.34,475.18,475.22,182,155354
2023-10-24 02:25:00,475.22,475.32,475.16,475.32,122,155320
2023-10-24 02:30:00,475.32,475.46,475.28,475.46,355,155225
2023-10-24 09:05:00,474.72,475.1,474.6,475.02,2757,155068
2023-10-24 09:10:00,475.02,475.34,474.82,475.3,1131,155051
2023-10-24 09:15:00,475.3,475.68,475.24,475.54,1527,155013
2023-10-24 09:20:00,475.54,475.76,475.42,475.68,1204,154766
2023-10-24 09:25:00,475.68,475.7,475.44,475.54,875,154763
2023-10-24 09:30:00,475.54,475.56,475.32,475.5,664,154533
2023-10-24 09:35:00,475.5,475.54,475.3,475.5,756,154296
2023-10-24 09:40:00,475.5,475.74,475.48,475.66,265,154260
2023-10-24 09:45:00,475.66,475.78,475.62,475.7,268,154357
2023-10-24 09:50:00,475.76,475.84,475.68,475.78,1009,154473
2023-10-24 09:55:00,475.78,475.82,475.52,475.58,846,154527
2023-10-24 10:00:00,475.62,475.8,475.56,475.76,452,154558
2023-10-24 10:05:00,475.78,475.78,475.58,475.68,262,154492
2023-10-24 10:10:00,475.68,475.68,475.54,475.68,179,154417
2023-10-24 10:15:00,475.82,475.84,475.76,475.8,85,154401
2023-10-24 10:35:00,475.94,475.96,475.68,475.76,1517,154412
2023-10-24 10:40:00,475.74,475.8,475.44,475.52,1513,153972
2023-10-24 10:45:00,475.52,475.52,475.18,475.2,1450,153632
2023-10-24 10:50:00,475.28,475.46,475.28,475.36,428,153533
2023-10-24 10:55:00,475.36,475.46,475.18,475.26,767,153311
2023-10-24 11:00:00,475.22,475.24,475.1,475.1,459,153021
2023-10-24 11:05:00,475.08,475.28,475.06,475.28,301,152945
2023-10-24 11:10:00,475.26,475.3,475.18,475.2,911,152959
2023-10-24 11:15:00,475.22,475.32,475.0,475.0,1190,152865
2023-10-24 11:20:00,475.0,475.06,474.9,474.96,1028,152750
2023-10-24 11:25:00,474.96,475.18,474.96,475.14,700,152843
2023-10-24 11:30:00,475.16,475.16,475.08,475.1,408,152776
2023-10-24 13:35:00,474.96,475.32,474.96,475.14,997,152881
2023-10-24 13:40:00,475.12,475.14,475.0,475.1,540,152812
2023-10-24 13:45:00,475.1,475.24,475.1,475.2,329,152785
2023-10-24 13:50:00,475.2,475.26,474.96,475.0,637,152808
2023-10-24 13:55:00,475.0,475.12,474.94,475.1,446,152898
2023-10-24 14:00:00,475.1,475.26,475.06,475.24,342,152866
2023-10-24 14:05:00,475.24,475.46,475.18,475.34,1048,152811
2023-10-24 14:10:00,475.38,475.42,475.22,475.24,586,152880
2023-10-24 14:15:00,475.26,475.32,475.18,475.24,276,152825
2023-10-24 14:20:00,475.24,475.28,475.16,475.24,199,152778
2023-10-24 14:25:00,475.28,475.46,475.28,475.4,747,152811
2023-10-24 14:30:00,475.4,475.4,475.22,475.36,584,152769
2023-10-24 14:35:00,475.38,475.4,475.1,475.12,458,152751
2023-10-24 14:40:00,475.18,475.32,475.16,475.3,841,152668
2023-10-24 14:45:00,475.3,475.52,475.28,475.4,1022,152493
2023-10-24 14:50:00,475.4,475.44,475.24,475.26,492,152435
2023-10-24 14:55:00,475.26,475.42,475.24,475.28,870,152471
2023-10-24 15:00:00,475.22,475.34,475.2,475.2,665,152330
2023-10-24 21:05:00,473.58,473.98,473.54,473.82,5484,152362
2023-10-24 21:10:00,473.8,473.94,473.46,473.72,2564,152241
2023-10-24 21:15:00,473.72,473.94,473.58,473.86,1399,152090
2023-10-24 21:20:00,473.86,474.04,473.66,473.84,1579,152004
2023-10-24 21:25:00,473.84,473.86,473.14,473.28,14011,151953
2023-10-24 21:30:00,473.28,473.3,472.66,472.84,3530,151679
2023-10-24 21:35:00,472.86,473.08,472.38,472.46,3150,151478
2023-10-24 21:40:00,472.44,472.84,472.24,472.74,3157,151547
2023-10-24 21:45:00,472.74,472.98,472.56,472.86,2054,151483
2023-10-24 21:50:00,472.7,473.34,472.24,473.12,5521,151413
2023-10-24 21:55:00,473.12,473.14,472.64,472.8,2319,151428
2023-10-24 22:00:00,472.8,473.08,472.76,472.86,1598,151443
2023-10-24 22:05:00,472.9,472.94,472.66,472.74,1488,151328
2023-10-24 22:10:00,472.74,473.06,472.66,472.96,1384,151302
2023-10-24 22:15:00,472.96,473.06,472.78,472.84,922,151246
2023-10-24 22:20:00,472.86,473.04,472.7,472.94,885,151203
2023-10-24 22:25:00,472.94,472.98,472.62,472.74,1046,151129
2023-10-24 22:30:00,472.74,472.9,472.62,472.78,876,151061
2023-10-24 22:35:00,472.78,472.88,472.68,472.72,1105,151164
2023-10-24 22:40:00,472.7,472.74,472.46,472.54,1872,151434
2023-10-24 22:45:00,472.52,472.68,472.46,472.6,838,151443
2023-10-24 22:50:00,472.6,472.9,472.58,472.88,1127,151405
2023-10-24 22:55:00,472.88,473.1,472.78,473.08,1451,151475
2023-10-24 23:00:00,473.08,473.1,472.86,472.96,818,151555
2023-10-24 23:05:00,472.94,472.94,472.6,472.66,1052,151703
2023-10-24 23:10:00,472.64,472.94,472.6,472.82,901,151676
2023-10-24 23:15:00,472.82,472.88,472.66,472.78,627,151743
2023-10-24 23:20:00,472.78,472.9,472.66,472.84,592,151758
2023-10-24 23:25:00,472.84,472.96,472.74,472.96,497,151717
2023-10-24 23:30:00,472.96,473.1,472.92,473.06,743,151853
2023-10-24 23:35:00,473.08,473.1,472.84,472.86,594,151820
2023-10-24 23:40:00,472.86,473.2,472.84,473.18,817,151929
2023-10-24 23:45:00,473.18,473.4,473.12,473.16,1052,152037
2023-10-24 23:50:00,473.18,473.54,473.16,473.42,1124,152084
2023-10-24 23:55:00,473.42,473.78,473.42,473.76,1182,152158
2023-10-25 00:00:00,473.76,473.96,473.66,473.9,1282,152156
2023-10-25 00:05:00,473.92,473.94,473.68,473.72,968,152113
2023-10-25 00:10:00,473.72,473.82,473.7,473.72,513,152206
2023-10-25 00:15:00,473.72,473.86,473.64,473.78,526,152235
2023-10-25 00:20:00,473.78,474.24,473.74,474.2,1178,152160
2023-10-25 00:25:00,474.24,474.42,474.1,474.14,933,152206
2023-10-25 00:30:00,474.16,474.32,474.12,474.28,570,152193
2023-10-25 00:35:00,474.28,474.8,474.28,474.58,1597,152203
2023-10-25 00:40:00,474.58,474.76,474.56,474.72,614,152207
2023-10-25 00:45:00,474.72,474.96,474.72,474.88,925,152207
2023-10-25 00:50:00,474.86,474.9,474.38,474.4,1123,152134
2023-10-25 00:55:00,474.4,474.56,474.38,474.5,660,152216
2023-10-25 01:00:00,474.5,474.56,474.36,474.42,451,152129
2023-10-25 01:05:00,474.42,474.52,474.32,474.34,470,152170
2023-10-25 01:10:00,474.32,474.42,474.26,474.42,426,152169
2023-10-25 01:15:00,474.42,474.62,474.38,474.48,475,152151
2023-10-25 01:20:00,474.48,474.5,474.34,474.38,220,152157
2023-10-25 01:25:00,474.38,474.48,474.34,474.42,279,152134
2023-10-25 01:30:00,474.42,474.42,474.16,474.3,382,152136
2023-10-25 01:35:00,474.3,474.4,474.26,474.36,256,152136
2023-10-25 01:40:00,474.36,474.4,474.28,474.38,149,152121
2023-10-25 01:45:00,474.38,474.5,474.38,474.48,207,152144
2023-10-25 01:50:00,474.48,474.76,474.48,474.68,411,152092
2023-10-25 01:55:00,474.7,474.7,474.46,474.48,273,152044
2023-10-25 02:00:00,474.48,474.6,474.46,474.5,276,152033
2023-10-25 02:05:00,474.48,474.54,474.44,474.52,146,151988
2023-10-25 02:10:00,474.52,474.56,474.26,474.26,312,151913
2023-10-25 02:15:00,474.24,474.36,474.22,474.3,175,151908
2023-10-25 02:20:00,474.3,474.5,474.28,474.44,275,151853
2023-10-25 02:25:00,474.42,474.42,474.26,474.3,163,151821
2023-10-25 02:30:00,474.3,474.4,474.26,474.34,490,151673
2023-10-25 09:05:00,474.24,474.68,474.18,474.2,2169,151517
2023-10-25 09:10:00,474.22,474.26,473.88,474.04,2898,151046
2023-10-25 09:15:00,474.08,474.22,473.9,474.14,1602,150856
2023-10-25 09:20:00,474.14,474.5,474.12,474.42,989,150714
2023-10-25 09:25:00,474.42,474.6,474.3,474.52,1672,150531
2023-10-25 09:30:00,474.48,474.74,474.36,474.38,1327,150556
2023-10-25 09:35:00,474.38,474.54,474.36,474.4,775,150417
2023-10-25 09:40:00,474.38,474.6,474.3,474.54,724,150300
2023-10-25 09:45:00,474.54,474.74,474.5,474.7,648,150304
2023-10-25 09:50:00,474.7,474.94,474.54,474.76,925,150262
2023-10-25 09:55:00,474.8,475.12,474.7,475.1,1191,150232
2023-10-25 10:00:00,475.1,475.34,475.1,475.14,1663,150248
2023-10-25 10:05:00,475.14,475.14,474.96,475.02,458,149895
2023-10-25 10:10:00,475.02,475.12,474.94,474.96,589,149813
2023-10-25 10:15:00,475.06,475.14,474.96,474.98,298,149683
2023-10-25 10:35:00,475.0,475.28,474.96,475.22,1026,149528
2023-10-25 10:40:00,475.22,475.28,474.94,474.96,1101,149391
